Source,Target,Weight,Direction of correlation,Correlation P-value,PD-associated
Megasphaera_sp_MJR8396C,Enterobacter_mori,0.1102,+,0.004,Yes
Megasphaera_sp_MJR8396C,Klebsiella_michiganensis,0.1144,+,0.023,Yes
Megasphaera_sp_MJR8396C,Klebsiella_pneumoniae,0.1876,+,0.005,Yes
Megasphaera_sp_MJR8396C,Klebsiella_quasipneumoniae,0.1828,+,0.008,Yes
Megasphaera_sp_MJR8396C,Raoultella_ornithinolytica,0.1579,+,0.008,Yes
Megasphaera_sp_MJR8396C,Raoultella_planticola,0.1351,+,0.009,Yes
Megasphaera_sp_MJR8396C,Haemophilus_sputorum,0.191,+,0.001,Yes
Megasphaera_sp_MJR8396C,Pseudomonas_helleri,0.1154,+,0.008,Yes
Megasphaera_sp_MJR8396C,Akkermansia_muciniphila,0.1345,-,0.022,Yes
Megasphaera_sp_MJR8396C,Candida_albicans,0.1226,+,0.018,Yes
Megasphaera_stantonii,Veillonella_seminalis,0.0729,+,0.011,No
Megasphaera_stantonii,Veillonella_sp_CAG_933,0.0911,+,0.013,No
Megasphaera_stantonii,Veillonella_sp_T11011_6,0.0345,+,0.016,No
Megasphaera_stantonii,Veillonella_tobetsuensis,0.0612,+,0.012,No
Megasphaera_stantonii,Parvimonas_micra,0.0519,+,0.005,No
Megasphaera_stantonii,Peptoniphilus_coxii,0.0499,+,0.008,No
Megasphaera_stantonii,Peptoniphilus_harei,0.075,+,0.002,No
Megasphaera_stantonii,Fusobacterium_mortiferum,0.0529,+,0.009,No
Megasphaera_stantonii,Fusobacterium_naviforme,0.0452,+,0.003,No
Megasphaera_stantonii,Fusobacterium_nucleatum,0.0731,+,0.007,No
Megasphaera_stantonii,Fusobacterium_sp_CAG_439,0.0376,+,0.022,No
Megasphaera_stantonii,Fusobacterium_ulcerans,0.0562,+,0.018,No
Megasphaera_stantonii,Fusobacterium_varium,0.0807,+,0.016,No
Megasphaera_stantonii,Victivallis_vadensis,0.0459,+,0.023,No
Megasphaera_stantonii,Oligella_urethralis,0.0653,+,0.006,No
Megasphaera_stantonii,Lautropia_mirabilis,0.0581,+,0.005,No
Megasphaera_stantonii,Comamonas_kerstersii,0.0698,+,0.008,No
Megasphaera_stantonii,Parasutterella_excrementihominis,0.073,-,0.015,No
Megasphaera_stantonii,Sutterella_parvirubra,0.1258,+,0.005,No
Megasphaera_stantonii,Desulfovibrionaceae_bacterium,0.0322,+,0.024,No
Megasphaera_stantonii,Campylobacter_concisus,0.0655,+,0.004,No
Megasphaera_stantonii,Campylobacter_gracilis,0.0652,+,0.031,No
Megasphaera_stantonii,Campylobacter_hominis,0.0588,+,0.002,No
Megasphaera_stantonii,Aeromonas_allosaccharophila,0.0767,+,0.005,No
Megasphaera_stantonii,Aeromonas_veronii,0.0671,+,0.005,No
Megasphaera_stantonii,Anaerobiospirillum_thomasii,0.0693,+,0.005,No
Megasphaera_stantonii,Succinatimonas_hippei,0.2587,+,0.001,No
Megasphaera_stantonii,Citrobacter_amalonaticus,0.0791,+,0.009,No
Megasphaera_stantonii,Citrobacter_braakii,0.044,+,0.011,No
Megasphaera_stantonii,Citrobacter_europaeus,0.0572,+,0.004,No
Megasphaera_stantonii,Citrobacter_farmeri,0.0463,+,0.007,No
Megasphaera_stantonii,Citrobacter_freundii,0.0801,+,0.016,No
Megasphaera_stantonii,Citrobacter_koseri,0.0629,+,0.004,No
Megasphaera_stantonii,Citrobacter_pasteurii,0.0771,+,0.002,No
Megasphaera_stantonii,Citrobacter_portucalensis,0.0685,+,0.009,No
Megasphaera_stantonii,Citrobacter_werkmanii,0.0739,+,0.012,No
Megasphaera_stantonii,Citrobacter_youngae,0.0732,+,0.021,No
Megasphaera_stantonii,Enterobacter_mori,0.0753,+,0.006,No
Megasphaera_stantonii,Klebsiella_michiganensis,0.0251,+,0.021,No
Megasphaera_stantonii,Kluyvera_ascorbata,0.049,+,0.01,No
Megasphaera_stantonii,Pluralibacter_gergoviae,0.0462,+,0.005,No
Megasphaera_stantonii,Raoultella_ornithinolytica,0.0648,+,0.005,No
Megasphaera_stantonii,Raoultella_planticola,0.0524,+,0.008,No
Megasphaera_stantonii,Hafnia_paralvei,0.0659,+,0.009,No
Megasphaera_stantonii,Morganella_morganii,0.0721,+,0.004,No
Megasphaera_stantonii,Proteus_mirabilis,0.0643,+,0.012,No
Megasphaera_stantonii,Aggregatibacter_segnis,0.0576,+,0.005,No
Megasphaera_stantonii,Haemophilus_sputorum,0.0565,+,0.007,No
Megasphaera_stantonii,Pseudomonas_aeruginosa_group,0.0548,+,0.01,No
Megasphaera_stantonii,Pseudomonas_fragi,0.056,+,0.007,No
Megasphaera_stantonii,Pseudomonas_helleri,0.0499,+,0.006,No
Megasphaera_stantonii,Proteobacteria_bacterium_CAG_139,0.064,-,0.033,No
Megasphaera_stantonii,Fretibacterium_fastidiosum,0.0707,+,0.003,No
Megasphaera_stantonii,Pyramidobacter_piscolens,0.0639,+,0.012,No
Megasphaera_stantonii,Pyramidobacter_sp_C12_8,0.0573,+,0.004,No
Megasphaera_stantonii,Akkermansia_muciniphila,0.0681,-,0.029,No
Megasphaera_stantonii,Candida_albicans,0.0444,+,0.003,No
Megasphaera_stantonii,Saccharomyces_cerevisiae,0.0571,+,0.018,No
Megasphaera_stantonii,Blastocystis_sp_subtype_1,0.0604,+,0.006,No
Veillonella_atypica,Veillonella_dispar,0.4445,+,0.001,Yes
Veillonella_atypica,Veillonella_infantium,0.3636,+,0.001,No
Veillonella_atypica,Veillonella_parvula,0.4591,+,0.001,No
Veillonella_atypica,Veillonella_sp_T11011_6,0.0974,+,0.021,No
Veillonella_atypica,Veillonella_tobetsuensis,0.094,+,0.013,No
Veillonella_atypica,Fusobacterium_ulcerans,0.1096,+,0.02,No
Veillonella_atypica,Oligella_urethralis,0.074,+,0.014,No
Veillonella_atypica,Bilophila_wadsworthia,0.1521,-,0.014,No
Veillonella_atypica,Desulfovibrio_piger,0.1362,+,0.024,No
Veillonella_atypica,Aeromonas_allosaccharophila,0.0739,+,0.009,No
Veillonella_atypica,Aeromonas_veronii,0.1162,+,0.003,No
Veillonella_atypica,Anaerobiospirillum_thomasii,0.0748,+,0.01,No
Veillonella_atypica,Citrobacter_amalonaticus,0.0953,+,0.024,No
Veillonella_atypica,Enterobacter_cloacae_complex,0.1091,+,0.027,No
Veillonella_atypica,Proteus_mirabilis,0.1096,+,0.019,No
Veillonella_atypica,Haemophilus_parainfluenzae,0.4046,+,0.001,No
Veillonella_atypica,Haemophilus_sp_HMSC71H05,0.3053,+,0.001,No
Veillonella_atypica,Haemophilus_sputorum,0.1032,+,0.01,No
Veillonella_atypica,Pseudomonas_helleri,0.0678,+,0.018,No
Veillonella_atypica,Akkermansia_muciniphila,0.2198,-,0.001,No
Veillonella_atypica,Saccharomyces_cerevisiae,0.1139,+,0.012,No
Veillonella_dispar,Veillonella_infantium,0.5465,+,0.001,Yes
Veillonella_dispar,Veillonella_parvula,0.4235,+,0.001,Yes
Veillonella_dispar,Veillonella_sp_T11011_6,0.1577,+,0.001,Yes
Veillonella_dispar,Bilophila_wadsworthia,0.1267,-,0.036,Yes
Veillonella_dispar,Desulfovibrio_piger,0.1074,+,0.036,Yes
Veillonella_dispar,Campylobacter_hominis,0.0567,-,0.036,Yes
Veillonella_dispar,Haemophilus_parainfluenzae,0.3792,+,0.001,Yes
Veillonella_dispar,Haemophilus_sp_HMSC71H05,0.2185,+,0.001,Yes
Veillonella_dispar,Haemophilus_sputorum,0.0664,+,0.038,Yes
Veillonella_dispar,Akkermansia_muciniphila,0.1876,-,0.002,Yes
Veillonella_dispar,Saccharomyces_cerevisiae,0.0781,+,0.036,Yes
Veillonella_infantium,Veillonella_parvula,0.3646,+,0.001,No
Veillonella_infantium,Veillonella_sp_T11011_6,0.2056,+,0.002,No
Veillonella_infantium,Veillonella_tobetsuensis,0.1058,+,0.007,No
Veillonella_infantium,Fusobacterium_ulcerans,0.1092,+,0.024,No
Veillonella_infantium,Lautropia_mirabilis,0.0576,+,0.049,No
Veillonella_infantium,Bilophila_wadsworthia,0.1175,-,0.034,No
Veillonella_infantium,Enterobacter_cloacae_complex,0.1281,+,0.016,No
Veillonella_infantium,Enterobacter_mori,0.0679,+,0.026,No
Veillonella_infantium,Haemophilus_parainfluenzae,0.3124,+,0.001,No
Veillonella_infantium,Haemophilus_sputorum,0.1285,+,0.001,No
Veillonella_infantium,Pseudomonas_fragi,0.0737,+,0.03,No
Veillonella_infantium,Pseudomonas_helleri,0.0708,+,0.038,No
Veillonella_infantium,Saccharomyces_cerevisiae,0.1339,+,0.004,No
Veillonella_parvula,Veillonella_sp_T11011_6,0.1642,+,0.002,No
Veillonella_parvula,Veillonella_tobetsuensis,0.1433,+,0.003,No
Veillonella_parvula,Oligella_urethralis,0.0571,+,0.035,No
Veillonella_parvula,Oxalobacter_formigenes,0.1223,-,0.03,No
Veillonella_parvula,Bilophila_wadsworthia,0.1712,-,0.008,No
Veillonella_parvula,Campylobacter_concisus,0.0909,+,0.007,No
Veillonella_parvula,Citrobacter_freundii,0.1117,+,0.033,No
Veillonella_parvula,Citrobacter_youngae,0.1012,+,0.043,No
Veillonella_parvula,Enterobacter_mori,0.0736,+,0.022,No
Veillonella_parvula,Morganella_morganii,0.0635,+,0.038,No
Veillonella_parvula,Haemophilus_parainfluenzae,0.3246,+,0.001,No
Veillonella_parvula,Haemophilus_sp_HMSC71H05,0.1607,+,0.005,No
Veillonella_parvula,Haemophilus_sputorum,0.1298,+,0.003,No
Veillonella_parvula,Pseudomonas_helleri,0.0821,+,0.013,No
Veillonella_parvula,Cloacibacillus_evryensis,0.1355,-,0.019,Yes
Veillonella_parvula,Akkermansia_muciniphila,0.2445,-,0.001,No
Veillonella_parvula,Saccharomyces_cerevisiae,0.1161,+,0.007,No
Veillonella_seminalis,Veillonella_sp_CAG_933,0.0861,+,0.024,No
Veillonella_seminalis,Veillonella_sp_T11011_6,0.0436,+,0.033,No
Veillonella_seminalis,Veillonella_tobetsuensis,0.0618,+,0.034,No
Veillonella_seminalis,Parvimonas_micra,0.0723,+,0.005,No
Veillonella_seminalis,Peptoniphilus_coxii,0.2267,+,0.001,No
Veillonella_seminalis,Peptoniphilus_harei,0.0797,+,0.01,No
Veillonella_seminalis,Fusobacterium_mortiferum,0.065,+,0.024,No
Veillonella_seminalis,Fusobacterium_naviforme,0.074,+,0.012,No
Veillonella_seminalis,Fusobacterium_nucleatum,0.0698,+,0.017,No
Veillonella_seminalis,Fusobacterium_ulcerans,0.138,+,0.025,No
Veillonella_seminalis,Fusobacterium_varium,0.0861,+,0.029,No
Veillonella_seminalis,Victivallis_vadensis,0.0461,+,0.048,No
Veillonella_seminalis,Oligella_urethralis,0.0576,+,0.012,No
Veillonella_seminalis,Lautropia_mirabilis,0.0704,+,0.012,No
Veillonella_seminalis,Comamonas_kerstersii,0.0806,+,0.007,No
Veillonella_seminalis,Campylobacter_concisus,0.0842,+,0.007,No
Veillonella_seminalis,Campylobacter_gracilis,0.125,+,0.026,No
Veillonella_seminalis,Campylobacter_hominis,0.0725,+,0.011,No
Veillonella_seminalis,Aeromonas_allosaccharophila,0.0719,+,0.016,No
Veillonella_seminalis,Aeromonas_veronii,0.0658,+,0.012,No
Veillonella_seminalis,Anaerobiospirillum_thomasii,0.0667,+,0.005,No
Veillonella_seminalis,Succinatimonas_hippei,0.0975,+,0.011,No
Veillonella_seminalis,Citrobacter_amalonaticus,0.0857,+,0.024,No
Veillonella_seminalis,Citrobacter_braakii,0.0399,+,0.031,No
Veillonella_seminalis,Citrobacter_europaeus,0.0498,+,0.01,No
Veillonella_seminalis,Citrobacter_farmeri,0.0598,+,0.019,No
Veillonella_seminalis,Citrobacter_koseri,0.0646,+,0.012,No
Veillonella_seminalis,Citrobacter_pasteurii,0.0861,+,0.013,No
Veillonella_seminalis,Citrobacter_portucalensis,0.1666,+,0.008,No
Veillonella_seminalis,Citrobacter_werkmanii,0.1358,+,0.018,No
Veillonella_seminalis,Enterobacter_mori,0.0652,+,0.01,No
Veillonella_seminalis,Klebsiella_michiganensis,0.0331,+,0.042,No
Veillonella_seminalis,Kluyvera_ascorbata,0.0518,+,0.034,No
Veillonella_seminalis,Pluralibacter_gergoviae,0.064,+,0.013,No
Veillonella_seminalis,Raoultella_ornithinolytica,0.0533,+,0.014,No
Veillonella_seminalis,Raoultella_planticola,0.065,+,0.016,No
Veillonella_seminalis,Hafnia_paralvei,0.0632,+,0.017,No
Veillonella_seminalis,Morganella_morganii,0.0649,+,0.02,No
Veillonella_seminalis,Proteus_mirabilis,0.138,+,0.023,No
Veillonella_seminalis,Aggregatibacter_segnis,0.0783,+,0.016,No
Veillonella_seminalis,Haemophilus_sputorum,0.0632,+,0.022,No
Veillonella_seminalis,Pseudomonas_aeruginosa_group,0.0428,+,0.036,No
Veillonella_seminalis,Pseudomonas_fragi,0.0856,+,0.007,No
Veillonella_seminalis,Pseudomonas_helleri,0.0729,+,0.009,No
Veillonella_seminalis,Fretibacterium_fastidiosum,0.0792,+,0.013,No
Veillonella_seminalis,Pyramidobacter_piscolens,0.0738,+,0.03,No
Veillonella_seminalis,Pyramidobacter_sp_C12_8,0.0599,+,0.02,No
Veillonella_seminalis,Akkermansia_muciniphila,0.0914,-,0.038,No
Veillonella_seminalis,Candida_albicans,0.0623,+,0.015,No
Veillonella_seminalis,Saccharomyces_cerevisiae,0.0588,+,0.035,No
Veillonella_seminalis,Blastocystis_sp_subtype_1,0.0758,+,0.013,No
Veillonella_sp_CAG_933,Veillonella_sp_T11011_6,0.0583,+,0.028,No
Veillonella_sp_CAG_933,Veillonella_tobetsuensis,0.0716,+,0.026,No
Veillonella_sp_CAG_933,Parvimonas_micra,0.0813,+,0.012,No
Veillonella_sp_CAG_933,Peptoniphilus_coxii,0.0754,+,0.012,No
Veillonella_sp_CAG_933,Peptoniphilus_harei,0.0828,+,0.011,No
Veillonella_sp_CAG_933,Fusobacterium_mortiferum,0.0737,+,0.017,No
Veillonella_sp_CAG_933,Fusobacterium_naviforme,0.0746,+,0.011,No
Veillonella_sp_CAG_933,Fusobacterium_nucleatum,0.0777,+,0.014,No
Veillonella_sp_CAG_933,Fusobacterium_sp_CAG_439,0.0568,+,0.03,No
Veillonella_sp_CAG_933,Fusobacterium_ulcerans,0.0781,+,0.033,No
Veillonella_sp_CAG_933,Fusobacterium_varium,0.0958,+,0.037,No
Veillonella_sp_CAG_933,Victivallis_vadensis,0.0485,+,0.045,No
Veillonella_sp_CAG_933,Oligella_urethralis,0.0837,+,0.006,No
Veillonella_sp_CAG_933,Lautropia_mirabilis,0.0892,+,0.008,No
Veillonella_sp_CAG_933,Comamonas_kerstersii,0.088,+,0.006,No
Veillonella_sp_CAG_933,Campylobacter_concisus,0.0941,+,0.011,No
Veillonella_sp_CAG_933,Campylobacter_hominis,0.071,+,0.012,No
Veillonella_sp_CAG_933,Aeromonas_allosaccharophila,0.0836,+,0.005,No
Veillonella_sp_CAG_933,Aeromonas_veronii,0.0826,+,0.007,No
Veillonella_sp_CAG_933,Anaerobiospirillum_thomasii,0.0984,+,0.008,No
Veillonella_sp_CAG_933,Succinatimonas_hippei,0.0837,+,0.01,No
Veillonella_sp_CAG_933,Citrobacter_amalonaticus,0.0925,+,0.017,No
Veillonella_sp_CAG_933,Citrobacter_braakii,0.0618,+,0.02,No
Veillonella_sp_CAG_933,Citrobacter_europaeus,0.074,+,0.011,No
Veillonella_sp_CAG_933,Citrobacter_farmeri,0.0684,+,0.013,No
Veillonella_sp_CAG_933,Citrobacter_koseri,0.0752,+,0.009,No
Veillonella_sp_CAG_933,Citrobacter_pasteurii,0.0833,+,0.01,No
Veillonella_sp_CAG_933,Citrobacter_portucalensis,0.0891,+,0.006,No
Veillonella_sp_CAG_933,Citrobacter_werkmanii,0.0782,+,0.027,No
Veillonella_sp_CAG_933,Citrobacter_youngae,0.0787,+,0.033,No
Veillonella_sp_CAG_933,Enterobacter_mori,0.0874,+,0.013,No
Veillonella_sp_CAG_933,Klebsiella_aerogenes,0.0405,+,0.019,No
Veillonella_sp_CAG_933,Klebsiella_michiganensis,0.0337,+,0.033,No
Veillonella_sp_CAG_933,Kluyvera_ascorbata,0.0639,+,0.019,No
Veillonella_sp_CAG_933,Pluralibacter_gergoviae,0.0635,+,0.009,No
Veillonella_sp_CAG_933,Raoultella_ornithinolytica,0.0855,+,0.012,No
Veillonella_sp_CAG_933,Raoultella_planticola,0.0675,+,0.02,No
Veillonella_sp_CAG_933,Hafnia_paralvei,0.0683,+,0.021,No
Veillonella_sp_CAG_933,Morganella_morganii,0.0849,+,0.013,No
Veillonella_sp_CAG_933,Proteus_mirabilis,0.0933,+,0.027,No
Veillonella_sp_CAG_933,Aggregatibacter_segnis,0.051,+,0.006,No
Veillonella_sp_CAG_933,Haemophilus_sputorum,0.0766,+,0.017,No
Veillonella_sp_CAG_933,Pseudomonas_aeruginosa_group,0.066,+,0.023,No
Veillonella_sp_CAG_933,Pseudomonas_fragi,0.0769,+,0.012,No
Veillonella_sp_CAG_933,Pseudomonas_helleri,0.0797,+,0.011,No
Veillonella_sp_CAG_933,Fretibacterium_fastidiosum,0.0872,+,0.009,No
Veillonella_sp_CAG_933,Pyramidobacter_piscolens,0.0755,+,0.033,No
Veillonella_sp_CAG_933,Pyramidobacter_sp_C12_8,0.0786,+,0.008,No
Veillonella_sp_CAG_933,Akkermansia_muciniphila,0.0848,-,0.047,No
Veillonella_sp_CAG_933,Candida_albicans,0.062,+,0.013,No
Veillonella_sp_CAG_933,Saccharomyces_cerevisiae,0.0729,+,0.019,No
Veillonella_sp_CAG_933,Blastocystis_sp_subtype_1,0.0839,+,0.007,No
Veillonella_sp_T11011_6,Veillonella_tobetsuensis,0.0377,+,0.033,No
Veillonella_sp_T11011_6,Parvimonas_micra,0.0333,+,0.012,No
Veillonella_sp_T11011_6,Peptoniphilus_harei,0.0407,+,0.009,No
Veillonella_sp_T11011_6,Fusobacterium_nucleatum,0.0486,+,0.009,No
Veillonella_sp_T11011_6,Fusobacterium_sp_CAG_439,0.026,+,0.048,No
Veillonella_sp_T11011_6,Oligella_urethralis,0.0287,+,0.016,No
Veillonella_sp_T11011_6,Lautropia_mirabilis,0.0231,+,0.024,No
Veillonella_sp_T11011_6,Comamonas_kerstersii,0.0517,+,0.015,No
Veillonella_sp_T11011_6,Campylobacter_concisus,0.0561,+,0.011,No
Veillonella_sp_T11011_6,Aeromonas_allosaccharophila,0.0403,+,0.017,No
Veillonella_sp_T11011_6,Aeromonas_veronii,0.0276,+,0.017,No
Veillonella_sp_T11011_6,Anaerobiospirillum_thomasii,0.0468,+,0.026,No
Veillonella_sp_T11011_6,Succinatimonas_hippei,0.0451,+,0.014,No
Veillonella_sp_T11011_6,Citrobacter_amalonaticus,0.0666,+,0.029,No
Veillonella_sp_T11011_6,Citrobacter_europaeus,0.0296,+,0.019,No
Veillonella_sp_T11011_6,Citrobacter_farmeri,0.0395,+,0.03,No
Veillonella_sp_T11011_6,Citrobacter_pasteurii,0.0437,+,0.016,No
Veillonella_sp_T11011_6,Citrobacter_portucalensis,0.0353,+,0.015,No
Veillonella_sp_T11011_6,Citrobacter_werkmanii,0.049,+,0.045,No
Veillonella_sp_T11011_6,Enterobacter_mori,0.0288,+,0.018,No
Veillonella_sp_T11011_6,Klebsiella_michiganensis,0.1758,+,0.002,No
Veillonella_sp_T11011_6,Pluralibacter_gergoviae,0.0312,+,0.016,No
Veillonella_sp_T11011_6,Raoultella_ornithinolytica,0.0523,+,0.013,No
Veillonella_sp_T11011_6,Raoultella_planticola,0.0343,+,0.029,No
Veillonella_sp_T11011_6,Hafnia_paralvei,0.0211,+,0.044,No
Veillonella_sp_T11011_6,Morganella_morganii,0.0347,+,0.015,No
Veillonella_sp_T11011_6,Proteus_mirabilis,0.0562,+,0.045,No
Veillonella_sp_T11011_6,Aggregatibacter_segnis,0.0264,+,0.02,No
Veillonella_sp_T11011_6,Haemophilus_parainfluenzae,0.0782,+,0.034,No
Veillonella_sp_T11011_6,Haemophilus_sputorum,0.1323,+,0.003,No
Veillonella_sp_T11011_6,Pseudomonas_fragi,0.0401,+,0.016,No
Veillonella_sp_T11011_6,Pseudomonas_helleri,0.0354,+,0.013,No
Veillonella_sp_T11011_6,Cloacibacillus_evryensis,0.0808,-,0.037,Yes
Veillonella_sp_T11011_6,Fretibacterium_fastidiosum,0.0281,+,0.012,No
Veillonella_sp_T11011_6,Pyramidobacter_piscolens,0.0361,+,0.038,No
Veillonella_sp_T11011_6,Pyramidobacter_sp_C12_8,0.0394,+,0.008,No
Veillonella_sp_T11011_6,Akkermansia_muciniphila,0.0906,-,0.016,No
Veillonella_sp_T11011_6,Candida_albicans,0.0267,+,0.017,No
Veillonella_sp_T11011_6,Saccharomyces_cerevisiae,0.0251,+,0.046,No
Veillonella_sp_T11011_6,Blastocystis_sp_subtype_1,0.051,+,0.01,No
Veillonella_tobetsuensis,Parvimonas_micra,0.0444,+,0.012,No
Veillonella_tobetsuensis,Peptoniphilus_coxii,0.0543,+,0.03,No
Veillonella_tobetsuensis,Peptoniphilus_harei,0.0518,+,0.012,No
Veillonella_tobetsuensis,Fusobacterium_mortiferum,0.032,+,0.025,No
Veillonella_tobetsuensis,Fusobacterium_naviforme,0.0315,+,0.018,No
Veillonella_tobetsuensis,Fusobacterium_nucleatum,0.0633,+,0.015,No
Veillonella_tobetsuensis,Fusobacterium_ulcerans,0.0561,+,0.044,No
Veillonella_tobetsuensis,Fusobacterium_varium,0.0711,+,0.042,No
Veillonella_tobetsuensis,Oligella_urethralis,0.0351,+,0.016,No
Veillonella_tobetsuensis,Lautropia_mirabilis,0.0421,+,0.01,No
Veillonella_tobetsuensis,Comamonas_kerstersii,0.0572,+,0.02,No
Veillonella_tobetsuensis,Bilophila_wadsworthia,0.1191,-,0.002,No
Veillonella_tobetsuensis,Desulfovibrionaceae_bacterium,0.0955,+,0.014,No
Veillonella_tobetsuensis,Campylobacter_concisus,0.0722,+,0.008,No
Veillonella_tobetsuensis,Campylobacter_hominis,0.0597,+,0.017,No
Veillonella_tobetsuensis,Aeromonas_allosaccharophila,0.051,+,0.011,No
Veillonella_tobetsuensis,Aeromonas_veronii,0.0591,+,0.011,No
Veillonella_tobetsuensis,Anaerobiospirillum_thomasii,0.061,+,0.014,No
Veillonella_tobetsuensis,Succinatimonas_hippei,0.0688,+,0.014,No
Veillonella_tobetsuensis,Citrobacter_amalonaticus,0.0687,+,0.022,No
Veillonella_tobetsuensis,Citrobacter_braakii,0.0393,+,0.025,No
Veillonella_tobetsuensis,Citrobacter_europaeus,0.0421,+,0.02,No
Veillonella_tobetsuensis,Citrobacter_farmeri,0.0407,+,0.022,No
Veillonella_tobetsuensis,Citrobacter_koseri,0.0314,+,0.019,No
Veillonella_tobetsuensis,Citrobacter_pasteurii,0.0616,+,0.011,No
Veillonella_tobetsuensis,Citrobacter_portucalensis,0.0671,+,0.013,No
Veillonella_tobetsuensis,Citrobacter_werkmanii,0.0709,+,0.033,No
Veillonella_tobetsuensis,Citrobacter_youngae,0.0695,+,0.048,No
Veillonella_tobetsuensis,Enterobacter_cloacae_complex,0.1107,+,0.019,No
Veillonella_tobetsuensis,Enterobacter_mori,0.1603,+,0.001,No
Veillonella_tobetsuensis,Klebsiella_pneumoniae,0.0727,+,0.044,Yes
Veillonella_tobetsuensis,Kluyvera_ascorbata,0.0403,+,0.047,No
Veillonella_tobetsuensis,Pluralibacter_gergoviae,0.0467,+,0.013,No
Veillonella_tobetsuensis,Raoultella_ornithinolytica,0.0604,+,0.013,No
Veillonella_tobetsuensis,Raoultella_planticola,0.0563,+,0.027,No
Veillonella_tobetsuensis,Hafnia_paralvei,0.044,+,0.03,No
Veillonella_tobetsuensis,Morganella_morganii,0.063,+,0.014,No
Veillonella_tobetsuensis,Proteus_mirabilis,0.0731,+,0.033,No
Veillonella_tobetsuensis,Aggregatibacter_segnis,0.0489,+,0.015,No
Veillonella_tobetsuensis,Haemophilus_sputorum,0.1648,+,0.002,No
Veillonella_tobetsuensis,Pseudomonas_aeruginosa_group,0.044,+,0.03,No
Veillonella_tobetsuensis,Pseudomonas_fragi,0.0542,+,0.013,No
Veillonella_tobetsuensis,Pseudomonas_helleri,0.1709,+,0.001,No
Veillonella_tobetsuensis,Cloacibacillus_evryensis,0.0777,-,0.041,Yes
Veillonella_tobetsuensis,Fretibacterium_fastidiosum,0.0545,+,0.012,No
Veillonella_tobetsuensis,Pyramidobacter_piscolens,0.0413,+,0.042,No
Veillonella_tobetsuensis,Pyramidobacter_sp_C12_8,0.0594,+,0.01,No
Veillonella_tobetsuensis,Akkermansia_muciniphila,0.0772,-,0.018,No
Veillonella_tobetsuensis,Candida_albicans,0.04,+,0.012,No
Veillonella_tobetsuensis,Saccharomyces_cerevisiae,0.1579,+,0.002,No
Veillonella_tobetsuensis,Blastocystis_sp_subtype_1,0.0613,+,0.016,No
Parvimonas_micra,Peptoniphilus_coxii,0.191,+,0.001,No
Parvimonas_micra,Peptoniphilus_harei,0.156,+,0.001,No
Parvimonas_micra,Fusobacterium_mortiferum,0.0494,+,0.012,No
Parvimonas_micra,Fusobacterium_naviforme,0.0376,+,0.006,No
Parvimonas_micra,Fusobacterium_nucleatum,0.0419,+,0.005,No
Parvimonas_micra,Fusobacterium_sp_CAG_439,0.0393,+,0.021,No
Parvimonas_micra,Fusobacterium_ulcerans,0.0594,+,0.018,No
Parvimonas_micra,Fusobacterium_varium,0.0745,+,0.016,No
Parvimonas_micra,Oligella_urethralis,0.0482,+,0.007,No
Parvimonas_micra,Lautropia_mirabilis,0.0483,+,0.002,No
Parvimonas_micra,Comamonas_kerstersii,0.0502,+,0.006,No
Parvimonas_micra,Parasutterella_excrementihominis,0.0711,-,0.004,No
Parvimonas_micra,Bilophila_wadsworthia,0.0879,-,0.002,No
Parvimonas_micra,Campylobacter_concisus,0.0689,+,0.005,No
Parvimonas_micra,Campylobacter_gracilis,0.0656,+,0.028,No
Parvimonas_micra,Campylobacter_hominis,0.04,+,0.002,No
Parvimonas_micra,Aeromonas_allosaccharophila,0.0571,+,0.003,No
Parvimonas_micra,Aeromonas_veronii,0.0572,+,0.006,No
Parvimonas_micra,Anaerobiospirillum_thomasii,0.0596,+,0.007,No
Parvimonas_micra,Succinatimonas_hippei,0.0553,+,0.011,No
Parvimonas_micra,Citrobacter_amalonaticus,0.067,+,0.009,No
Parvimonas_micra,Citrobacter_braakii,0.0293,+,0.006,No
Parvimonas_micra,Citrobacter_europaeus,0.0342,+,0.003,No
Parvimonas_micra,Citrobacter_farmeri,0.0323,+,0.003,No
Parvimonas_micra,Citrobacter_freundii,0.0646,+,0.013,No
Parvimonas_micra,Citrobacter_koseri,0.0391,+,0.002,No
Parvimonas_micra,Citrobacter_pasteurii,0.0583,+,0.002,No
Parvimonas_micra,Citrobacter_portucalensis,0.0673,+,0.006,No
Parvimonas_micra,Citrobacter_werkmanii,0.0543,+,0.014,No
Parvimonas_micra,Citrobacter_youngae,0.0617,+,0.015,No
Parvimonas_micra,Enterobacter_mori,0.0454,+,0.009,No
Parvimonas_micra,Klebsiella_oxytoca,0.0212,-,0.045,No
Parvimonas_micra,Klebsiella_quasipneumoniae,0.0704,+,0.027,Yes
Parvimonas_micra,Kluyvera_ascorbata,0.0323,+,0.015,No
Parvimonas_micra,Pluralibacter_gergoviae,0.0624,+,0.004,No
Parvimonas_micra,Raoultella_ornithinolytica,0.0501,+,0.009,No
Parvimonas_micra,Raoultella_planticola,0.0438,+,0.012,No
Parvimonas_micra,Hafnia_paralvei,0.0465,+,0.005,No
Parvimonas_micra,Morganella_morganii,0.0547,+,0.005,No
Parvimonas_micra,Proteus_mirabilis,0.0683,+,0.014,No
